Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
Nissan,Navara,2011,Saudi,White,Semi Full,2.5,Gas,Manual,90000,Riyadh,0,True
Lexus,LX,2016,Saudi,Grey,Full,5.7,Gas,Automatic,217,Riyadh,0,True
Ford,Focus,2012,Saudi,Navy,Standard,1.6,Gas,Automatic,181,Riyadh,15000,False
Toyota,Land Cruiser,2018,Saudi,White,Full,4.8,Gas,Automatic,58000,Aseer,0,True
GMC,Sierra,2016,Saudi,White,Standard,5.3,Gas,Automatic,153000,Aseer,0,True
Lexus,ES,2016,Other,White,Full,1.5,Gas,Automatic,100000,Aseer,128000,False
Ford,Fusion,2015,Saudi,Grey,Semi Full,2.4,Gas,Automatic,178000,Hail,30000,False
Toyota,Hilux,2019,Gulf Arabic,White,Full,2.7,Gas,Automatic,32595,Riyadh,105000,False
Mercedes,SEL,1986,Saudi,White,Full,3.0,Gas,Automatic,120000,Jeddah,0,True
Renault,Fluence,2013,Saudi,White,Full,1.6,Gas,Manual,240000,Riyadh,0,True
HAVAL,H6,2020,Saudi,Black,Full,2.0,Gas,Automatic,16000,Riyadh,79000,False
Lexus,ES,2020,Saudi,White,Full,3.5,Gas,Automatic,33000,Riyadh,210000,False
Hyundai,Elantra,2016,Saudi,Brown,Standard,2.0,Gas,Automatic,230000,Taef,0,True
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Diesel,Automatic,110000,Qassim,250000,False
MG,RX5,2020,Saudi,Red,Full,2.0,Gas,Automatic,4500,Abha,65000,False
Chevrolet,Malibu,2018,Saudi,White,Standard,2.0,Gas,Automatic,135000,Qassim,46500,False
Hyundai,Sonata,2011,Saudi,Black,Semi Full,2.4,Gas,Automatic,29000,Riyadh,23000,False
Chevrolet,Optra,2005,Other,Grey,Semi Full,1.6,Gas,Manual,300,Hafar Al-Batin,0,True
Volkswagen,Tiguan,2012,Unknown,Navy,Full,2.0,Gas,Automatic,170000,Jeddah,21000,False
Toyota,Hilux,1998,Saudi,White,Standard,4.0,Gas,Manual,250000,Abha,0,True
Lexus,LS,1998,Other,Another Color,Full,4.0,Gas,Automatic,400,Abha,0,True
Ford,Explorer,2006,Other,Black,Full,3.5,Gas,Automatic,280,Jazan,0,True
Toyota,Ciocca,2015,Saudi,White,Full,8.0,Gas,Automatic,285000,Aseer,155000,False
Ford,Expedition,2012,Saudi,Black,Full,4.8,Gas,Manual,304,Al-Ahsa,38000,False
Toyota,Ciocca,2009,Saudi,Bronze,Semi Full,5.7,Gas,Automatic,300000,Jeddah,0,True
Chevrolet,Suburban,1999,Saudi,Golden,Semi Full,8.0,Gas,Automatic,400000,Al-Ahsa,0,True
Toyota,Camry,1995,Saudi,White,Full,2.5,Gas,Manual,300,Al-Ahsa,12000,False
Toyota,Land Cruiser,2006,Saudi,White,Semi Full,4.5,Gas,Automatic,69000,Abha,0,True
GMC,Acadia,2008,Saudi,White,Standard,3.6,Gas,Automatic,260000,Riyadh,0,True
Porsche,Cayenne Turbo GTS,2013,Saudi,Black,Full,9.0,Gas,Automatic,148000,Riyadh,115000,False
Toyota,Corolla,2020,Saudi,Silver,Semi Full,1.6,Gas,Automatic,14000,Riyadh,1013,False
Mercedes,C,2019,Saudi,Grey,Full,2.0,Gas,Automatic,28000,Riyadh,0,True
Hyundai,Azera,2015,Saudi,Black,Semi Full,3.0,Gas,Automatic,222306,Riyadh,38000,False
Ford,Mustang,2010,Saudi,Red,Semi Full,4.0,Gas,Manual,169000,Riyadh,50000,False
Hyundai,Tucson,2018,Saudi,Bronze,Semi Full,1.6,Gas,Automatic,27900,Riyadh,72000,False
Nissan,Sunny,2019,Saudi,White,Standard,1.5,Gas,Automatic,77000,Dammam,28500,False
Hyundai,Accent,2019,Saudi,White,Standard,1.6,Gas,Automatic,76600,Dammam,40000,False
Toyota,Hilux,2020,Saudi,White,Full,2.7,Gas,Manual,54000,Riyadh,0,True
Jeep,Wrangler,2014,Saudi,Grey,Standard,3.6,Gas,Automatic,77000,Riyadh,0,True
Ford,Fusion,2014,Saudi,Blue,Standard,1.6,Gas,Automatic,167000,Jeddah,35000,False
Honda,Civic,2016,Saudi,Red,Full,2.0,Gas,Automatic,68800,Jeddah,55000,False
Toyota,Corolla,2013,Saudi,White,Standard,1.6,Gas,Manual,277000,Taef,0,True
Audi,A8,2012,Other,Silver,Full,3.0,Gas,Automatic,68000,Riyadh,0,True
Mercedes,GL,2014,Saudi,Black,Full,4.6,Gas,Manual,130000,Riyadh,0,True
Toyota,Hilux,2017,Saudi,White,Full,2.7,Gas,Manual,136836,Tabouk,0,True
Lexus,LX,2007,Saudi,Another Color,Full,8.0,Gas,Automatic,590,Taef,50000,False
Mercedes,GL,2013,Saudi,White,Full,5.0,Gas,Automatic,147000,Makkah,160000,False
Kia,Carnival,2016,Saudi,Another Color,Semi Full,3.3,Gas,Automatic,180,Jeddah,38000,False
Toyota,Land Cruiser,2015,Saudi,White,Full,4.6,Gas,Automatic,213000,Al-Jouf,0,True
Ford,Edge,2010,Saudi,Black,Full,3.5,Gas,Automatic,300000,Makkah,0,True
Kia,Sorento,2010,Saudi,Black,Semi Full,3.3,Gas,Automatic,213000,Jeddah,22000,False
Ford,Taurus,2017,Saudi,Blue,Semi Full,4.0,Gas,Automatic,89000,Riyadh,75000,False
Hyundai,Senta fe,2016,Saudi,White,Standard,2.4,Gas,Automatic,85000,Al-Medina,0,True
Toyota,Camry,2016,Gulf Arabic,White,Standard,2.5,Gas,Automatic,117000,Qassim,60000,False
Nissan,Sunny,2016,Gulf Arabic,White,Standard,1.5,Gas,Automatic,158000,Qassim,23000,False
Volkswagen,Jetta,2015,Saudi,Grey,Full,2.0,Gas,Automatic,295000,Jeddah,0,True
Toyota,Prado,2016,Gulf Arabic,White,Full,4.0,Gas,Automatic,122000,Dammam,0,True
Hyundai,Senta fe,2015,Saudi,White,Full,3.3,Gas,Automatic,337946,Hafar Al-Batin,45000,False
Mitsubishi,L200,2015,Saudi,White,Standard,2.5,Gas,Manual,103000,Jeddah,30000,False
Hyundai,Elantra,2021,Other,White,Full,2.0,Gas,Automatic,3000,Riyadh,90000,False
Toyota,Hilux,2009,Saudi,White,Full,2.7,Gas,Manual,400,Dammam,32000,False
Toyota,Innova,2014,Saudi,Silver,Semi Full,2.7,Gas,Automatic,160000,Riyadh,0,True
Toyota,Land Cruiser,2006,Gulf Arabic,Brown,Full,4.6,Gas,Manual,38000,Al-Ahsa,0,True
Honda,City,2016,Gulf Arabic,Brown,Full,4.0,Gas,Automatic,51000,Riyadh,43000,False
Toyota,Furniture,2015,Saudi,White,Standard,2.6,Gas,Manual,275000,Riyadh,0,True
GMC,Acadia,2014,Saudi,White,Semi Full,3.6,Gas,Automatic,226000,Jeddah,0,True
Hyundai,Accent,2019,Saudi,Grey,Standard,1.4,Gas,Automatic,107000,Riyadh,35000,False
Chevrolet,Tahoe,2011,Saudi,Red,Semi Full,5.3,Gas,Automatic,188000,Riyadh,53000,False
Suzuki,Other,2007,Saudi,Blue,Standard,1.0,Gas,Manual,89000,Dammam,0,True
HAVAL,H6,2020,Saudi,Grey,Full,2.0,Gas,Automatic,16000,Riyadh,72000,False
Honda,Accord,2007,Saudi,White,Full,3.0,Gas,Automatic,470000,Makkah,15000,False
Toyota,Hilux,2020,Saudi,White,Full,2.7,Gas,Automatic,1850,Arar,0,True
Ford,Victoria,2001,Gulf Arabic,Navy,Semi Full,1.8,Gas,Automatic,35000,Al-Baha,0,True
Mercedes,S,2014,Gulf Arabic,Black,Full,3.0,Gas,Automatic,49000,Riyadh,250000,False
GMC,Sierra,2017,Saudi,Red,Full,5.3,Gas,Automatic,160000,Riyadh,100000,False
Hyundai,Elantra,2017,Saudi,White,Standard,1.6,Gas,Automatic,125000,Dammam,0,True
Land Rover,Range Rover,2009,Saudi,White,Full,5.0,Gas,Automatic,195000,Riyadh,0,True
Dodge,Durango,2019,Saudi,Black,Full,3.6,Gas,Automatic,95000,Riyadh,2820,False
Hyundai,Elantra,2006,Saudi,White,Full,2.0,Gas,Automatic,10000,Dammam,7000,False
Toyota,Camry,2001,Saudi,White,Semi Full,9.0,Gas,Automatic,150000,Taef,15000,False
Chevrolet,Tahoe,2017,Saudi,Black,Full,5.3,Gas,Automatic,83000,Al-Baha,135000,False
Toyota,Camry,2001,Other,Another Color,Semi Full,2.5,Gas,Manual,490,Aseer,19000,False
Cadillac,CT-S,2009,Saudi,White,Full,3.6,Gas,Automatic,222,Najran,0,True
Nissan,Navara,2015,Saudi,White,Standard,2.5,Gas,Manual,119000,Abha,37000,False
Ford,Expedition,2014,Saudi,Black,Standard,5.4,Gas,Automatic,151000,Riyadh,70000,False
Hyundai,Accent,2016,Saudi,White,Semi Full,1.3,Gas,Automatic,400,Riyadh,0,True
Ford,Expedition,2014,Saudi,Grey,Standard,5.7,Gas,Automatic,190700,Riyadh,59000,False
GMC,Sierra,2015,Saudi,Black,Full,5.3,Gas,Automatic,86500,Riyadh,98000,False
Toyota,Camry,2020,Saudi,White,Semi Full,2.5,Hybrid,Automatic,30000,Najran,0,True
Ford,Expedition,2014,Saudi,Silver,Semi Full,5.4,Gas,Automatic,180000,Dammam,70000,False
Toyota,Land Cruiser 70,2003,Saudi,Brown,Standard,1.6,Gas,Manual,230000,Riyadh,69000,False
Ford,Expedition,2012,Saudi,Black,Standard,5.4,Gas,Automatic,195000,Riyadh,45000,False
Chrysler,SRT,2015,Saudi,Black,Full,6.4,Gas,Automatic,200,Hafar Al-Batin,115000,False
Nissan,Pathfinder,2014,Saudi,Black,Semi Full,3.5,Gas,Automatic,119000,Hafar Al-Batin,40000,False
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,260000,Aseer,0,True
Dodge,Charger,2012,Saudi,Grey,Standard,3.6,Gas,Automatic,243000,Dammam,30000,False
Ford,Expedition,2014,Saudi,Another Color,Full,4.0,Gas,Automatic,116000,Riyadh,50000,False
Kia,Carnival,2016,Saudi,White,Semi Full,3.3,Gas,Automatic,161000,Dammam,0,True
Honda,Accord,2010,Saudi,Golden,Standard,2.4,Gas,Automatic,166000,Jazan,0,True
Kia,Rio,2013,Saudi,Navy,Standard,1.6,Gas,Automatic,300000,Jubail,19000,False
Toyota,Land Cruiser,2016,Gulf Arabic,White,Semi Full,4.6,Gas,Automatic,121,Aseer,0,True
Mercedes,C,2016,Saudi,Another Color,Standard,2.0,Gas,Automatic,82000,Jeddah,0,True
Toyota,Furniture,2012,Saudi,White,Full,2.7,Gas,Automatic,213,Taef,58000,False
Honda,Odyssey,1999,Saudi,White,Full,2.5,Gas,Automatic,300000,Jeddah,0,True
Ford,Flex,2015,Saudi,Brown,Full,6.0,Gas,Automatic,127000,Riyadh,0,True
Kia,Rio,2019,Saudi,White,Standard,1.4,Gas,Automatic,100,Riyadh,32500,False
Ford,Expedition,2015,Other,White,Semi Full,5.4,Gas,Automatic,115000,Hafar Al-Batin,75000,False
Ford,Expedition,2007,Gulf Arabic,Black,Standard,5.3,Gas,Automatic,315,Riyadh,0,True
Chevrolet,Malibu,2013,Saudi,Silver,Semi Full,2.5,Gas,Automatic,260,Riyadh,22500,False
Toyota,Prado,2017,Gulf Arabic,Silver,Full,4.0,Gas,Automatic,140000,Al-Ahsa,125000,False
Lexus,LX,2016,Saudi,Another Color,Full,5.7,Gas,Automatic,150000,Riyadh,0,True
Ford,Victoria,2010,Saudi,Golden,Full,4.6,Gas,Automatic,229,Khobar,0,True
Volkswagen,Passat,2015,Saudi,Black,Semi Full,2.5,Gas,Automatic,143000,Makkah,36000,False
Volkswagen,Bora,2004,Other,Black,Full,1.6,Gas,Automatic,150000,Riyadh,0,True
MG,HS,2020,Saudi,White,Full,2.0,Gas,Automatic,12000,Jeddah,80000,False
Ford,Taurus,2016,Saudi,Black,Standard,3.5,Gas,Automatic,170000,Tabouk,0,True
Ford,Expedition,2005,Saudi,Blue,Full,6.8,Gas,Automatic,3005,Najran,0,True
Toyota,Hiace,2016,Saudi,White,Standard,1.1,Gas,Manual,208268,Makkah,0,True
Ford,Edge,2008,Saudi,Bronze,Standard,3.5,Gas,Automatic,380,Qassim,0,True
Toyota,Land Cruiser Pickup,2013,Gulf Arabic,Another Color,Semi Full,4.0,Gas,Manual,209000,Riyadh,0,True
Toyota,Land Cruiser,2013,Saudi,White,Full,8.0,Gas,Automatic,260,Aseer,0,True
Hyundai,Sonata,2016,Other,Black,Semi Full,1.6,Diesel,Automatic,180000,Jeddah,55000,False
Suzuki,D'max,2001,Other,White,Full,1.0,Diesel,Manual,1000,Jeddah,7000,False
GMC,Sierra,2011,Saudi,White,Standard,5.3,Gas,Automatic,400,Dammam,0,True
GMC,Suburban,1995,Saudi,Another Color,Standard,5.3,Gas,Automatic,223000,Jubail,0,True
Cadillac,CT-S,2019,Saudi,White,Semi Full,2.0,Gas,Automatic,43000,Dammam,135000,False
Ford,Marquis,2008,Saudi,Silver,Semi Full,4.6,Gas,Automatic,2500,Abha,0,True
Hyundai,Elantra,2016,Saudi,Brown,Semi Full,2.0,Gas,Automatic,180700,Aseer,0,True
Ford,F150,2011,Saudi,White,Standard,5.0,Gas,Automatic,133000,Dammam,33000,False
Toyota,Furniture,2009,Saudi,Grey,Standard,2.7,Gas,Manual,335000,Aseer,0,True
Toyota,Cressida,1994,Saudi,White,Standard,4.0,Gas,Manual,277000,Al-Medina,11000,False
Hyundai,Sonata,2015,Saudi,Grey,Full,2.4,Gas,Automatic,173000,Riyadh,43000,False
Hyundai,Azera,2008,Saudi,Black,Semi Full,2.7,Gas,Automatic,407767,Dammam,17000,False
Toyota,Hilux,2020,Saudi,White,Full,2.4,Gas,Manual,34000,Aseer,120000,False
Mercedes,SLK,2013,Gulf Arabic,Black,Full,3.0,Gas,Automatic,100000,Riyadh,0,True
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,212000,Riyadh,46000,False
Toyota,Camry,2012,Saudi,Bronze,Full,2.5,Gas,Automatic,265000,Qassim,32000,False
Nissan,Armada,2010,Saudi,Silver,Full,5.6,Gas,Automatic,133809,Dammam,60000,False
Tata,Dyna,2006,Other,White,Standard,3.4,Diesel,Manual,47000,Jeddah,0,True
Toyota,Land Cruiser,2007,Saudi,White,Standard,1.2,Gas,Automatic,300000,Taef,30000,False
Toyota,Land Cruiser,2015,Saudi,White,Full,4.0,Gas,Manual,136000,Riyadh,140000,False
Chevrolet,Camaro,2010,Saudi,Yellow,Full,6.2,Gas,Automatic,258,Tabouk,0,True
Kia,Sportage,2016,Saudi,Brown,Full,2.4,Gas,Automatic,193000,Makkah,0,True
GMC,Yukon,2009,Saudi,Bronze,Standard,4.8,Gas,Automatic,350000,Riyadh,38000,False
Nissan,Altima,2015,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,94000,Qassim,37000,False
Hyundai,Accent,2016,Saudi,White,Standard,1.4,Gas,Automatic,253,Jeddah,0,True
Ford,Edge,2013,Saudi,Silver,Standard,3.5,Gas,Automatic,208000,Makkah,39000,False
Mazda,CX3,2020,Gulf Arabic,Grey,Semi Full,2.0,Gas,Automatic,5000,Riyadh,55000,False
Mitsubishi,ASX,2020,Saudi,White,Full,2.0,Gas,Automatic,22000,Riyadh,67000,False
Toyota,Corolla,2020,Saudi,White,Full,1.6,Gas,Automatic,60000,Riyadh,0,True
Toyota,Camry,2014,Saudi,White,Standard,2.5,Gas,Automatic,542966,Wadi Dawasir,22000,False
Nissan,Patrol,2019,Saudi,White,Standard,4.0,Gas,Automatic,54000,Besha,0,True
Nissan,Armada,2013,Saudi,White,Semi Full,5.6,Gas,Automatic,47500,Riyadh,0,True
Hyundai,Sonata,2020,Saudi,White,Semi Full,2.5,Gas,Automatic,14000,Taef,1430,False
BMW,The 7,2019,Saudi,Black,Full,2.5,Gas,Automatic,41000,Jeddah,235000,False
Ford,Marquis,2006,Saudi,Bronze,Full,4.6,Gas,Automatic,280000,Wadi Dawasir,0,True
Toyota,Ciocca,2010,Saudi,Grey,Semi Full,5.7,Gas,Automatic,270000,Jubail,65000,False
Ford,Taurus,2010,Other,Black,Standard,2.9,Gas,Automatic,2200,Makkah,0,True
Chevrolet,Tahoe,2008,Other,Black,Full,5.3,Gas,Automatic,280000,Dammam,50000,False
Toyota,Camry,2002,Other,Silver,Semi Full,2.4,Gas,Automatic,375050,Jeddah,0,True
Mercedes,E,2002,Saudi,Navy,Full,2.0,Gas,Automatic,375,Makkah,0,True
Nissan,Silvia,2012,Saudi,White,Standard,2.3,Gas,Manual,53000,Makkah,0,True
Kia,Cerato,2015,Saudi,Another Color,Semi Full,1.6,Gas,Automatic,190000,Jazan,33000,False
Kia,Pegas,2020,Saudi,White,Standard,1.4,Gas,Automatic,5300,Riyadh,37500,False
Mercedes,S,2013,Saudi,Black,Full,3.0,Gas,Automatic,121000,Jeddah,118000,False
Toyota,Cressida,1993,Other,White,Standard,2.2,Gas,Manual,49500,Aseer,9500,False
Ford,F150,2014,Saudi,Silver,Standard,8.0,Gas,Automatic,147000,Riyadh,80000,False
Dodge,Charger,2017,Saudi,Black,Semi Full,3.6,Gas,Automatic,88000,Qassim,0,True
GMC,Sierra,2002,Saudi,White,Full,1.8,Gas,Manual,200000,Tabouk,0,True
Chevrolet,Tahoe,2015,Saudi,White,Semi Full,5.3,Gas,Automatic,222000,Riyadh,110000,False
Toyota,Camry,2019,Saudi,White,Standard,2.5,Gas,Automatic,48000,Qassim,85000,False
Ford,Mustang,2013,Other,Navy,Standard,2.3,Gas,Automatic,180000,Jeddah,0,True
Nissan,Datsun,2015,Saudi,White,Semi Full,2.4,Gas,Manual,300,Riyadh,0,True
Lexus,LS,2005,Other,White,Semi Full,4.6,Gas,Automatic,240000,Taef,0,True
Chevrolet,Tahoe,2016,Other,Another Color,Semi Full,5.3,Gas,Automatic,184000,Qassim,0,True
Toyota,Camry,2003,Other,Black,Standard,2.5,Gas,Manual,100000,Riyadh,0,True
Toyota,Land Cruiser Pickup,2010,Saudi,White,Semi Full,6.0,Gas,Manual,41000,Riyadh,0,True
Lexus,GS,2015,Saudi,White,Semi Full,3.5,Gas,Automatic,224,Riyadh,88000,False
Lexus,LX,2015,Other,White,Full,5.7,Gas,Automatic,103000,Dammam,0,True
Ford,Expedition,2013,Other,Black,Standard,1.4,Gas,Automatic,190000,Riyadh,47000,False
Chevrolet,Tahoe,2007,Other,Another Color,Full,5.3,Gas,Automatic,156000,Riyadh,0,True
Toyota,Camry,2016,Unknown,White,Standard,2.5,Gas,Automatic,267000,Riyadh,0,True
Toyota,Hilux,2017,Saudi,White,Full,2.7,Gas,Automatic,102000,Al-Ahsa,90000,False
Jaguar,XJ,2014,Saudi,Brown,Full,3.0,Gas,Automatic,127008,Riyadh,0,True
Nissan,Patrol,2017,Saudi,Grey,Full,4.0,Gas,Automatic,115000,Riyadh,117000,False
Toyota,Land Cruiser 70,2006,Saudi,Bronze,Standard,4.5,Gas,Manual,239,Aseer,70000,False
Kia,Cadenza,2019,Gulf Arabic,White,Standard,3.3,Gas,Automatic,46000,Hafar Al-Batin,0,True
Nissan,Patrol,2016,Saudi,White,Full,4.0,Gas,Automatic,167,Qassim,0,True
Isuzu,Other,2015,Other,Yellow,Full,2.5,Gas,Manual,100,Aseer,0,True
Kia,Rio,2017,Unknown,Grey,Standard,1.4,Gas,Automatic,9999,Taef,0,True
Toyota,FJ,2016,Gulf Arabic,White,Full,4.9,Gas,Automatic,115,Riyadh,110000,False
Toyota,Avalon,2007,Saudi,Silver,Semi Full,3.5,Gas,Automatic,500,Qassim,0,True
Lincoln,MKZ,2014,Gulf Arabic,White,Full,3.7,Gas,Automatic,160000,Al-Ahsa,0,True
Genesis,G80,2018,Other,Grey,Semi Full,3.8,Gas,Automatic,170000,Riyadh,500,False
Honda,Civic,2006,Other,White,Semi Full,1.6,Gas,Automatic,305000,Jeddah,0,True
Mazda,CX5,2019,Saudi,Navy,Full,2.5,Gas,Automatic,33000,Riyadh,102000,False
Toyota,Camry,2002,Gulf Arabic,White,Standard,2.5,Gas,Manual,290000,Al-Ahsa,0,True
Nissan,Sunny,2011,Saudi,White,Standard,1.6,Gas,Manual,311000,Riyadh,10000,False
Chevrolet,Suburban,1996,Saudi,Black,Semi Full,4.5,Gas,Automatic,135000,Riyadh,0,True
Audi,A6,2008,Saudi,Silver,Semi Full,2.4,Gas,Automatic,312000,Riyadh,0,True
Chevrolet,Suburban,2002,Other,Bronze,Standard,5.3,Gas,Automatic,333,Riyadh,13000,False
BMW,The 7,2017,Gulf Arabic,White,Full,1.4,Gas,Automatic,90000,Riyadh,165000,False
Hyundai,Sonata,2014,Saudi,White,Semi Full,1.6,Gas,Automatic,1500000,Al-Medina,0,True
Hyundai,Elantra,2019,Saudi,Grey,Standard,2.0,Gas,Automatic,38000,Riyadh,0,True
Toyota,Camry,2016,Gulf Arabic,Navy,Full,2.6,Gas,Automatic,183000,Dammam,70000,False
Mercedes,S,2007,Saudi,Grey,Full,3.0,Gas,Automatic,270000,Al-Medina,45000,False
GMC,Suburban,2003,Saudi,Red,Full,5.3,Gas,Automatic,415000,Abha,0,True
Toyota,Corolla,2003,Saudi,Silver,Full,1.0,Gas,Automatic,50000,Riyadh,15000,False
Toyota,Prado,2014,Saudi,White,Full,2.7,Gas,Automatic,157,Jeddah,80000,False
Hyundai,Elantra,2019,Saudi,Grey,Semi Full,2.0,Gas,Automatic,35000,Jeddah,63500,False
Toyota,Land Cruiser 70,1978,Saudi,Another Color,Standard,4.0,Gas,Manual,400000,Riyadh,18000,False
Chevrolet,Tahoe,2018,Saudi,Black,Standard,5.3,Gas,Automatic,39000,Aseer,147000,False
Chevrolet,Blazer,2006,Saudi,Blue,Full,2.3,Gas,Automatic,3500,Riyadh,0,True
Ford,Victoria,2011,Saudi,Navy,Semi Full,4.6,Gas,Automatic,312338,Riyadh,25000,False
Chevrolet,Caprice,2010,Saudi,Silver,Standard,6.0,Gas,Automatic,243,Riyadh,0,True
Ford,Marquis,2008,Other,White,Full,4.6,Gas,Automatic,50000,Al-Ahsa,0,True
Hyundai,Elantra,2018,Saudi,White,Full,2.0,Gas,Automatic,116,Riyadh,42000,False
Toyota,FJ,2012,Saudi,Black,Full,4.0,Gas,Automatic,310,Abha,70000,False
Honda,CRV,2004,Saudi,White,Semi Full,2.4,Gas,Automatic,331809,Riyadh,0,True
Suzuki,D'max,2013,Saudi,White,Standard,1.1,Gas,Manual,339000,Jeddah,0,True
Ford,Taurus,2015,Saudi,Grey,Full,3.5,Gas,Automatic,180000,Riyadh,60000,False
Land Rover,Range Rover,2013,Gulf Arabic,White,Full,5.0,Gas,Automatic,80000,Taef,0,True
Mercedes,SEL,1991,Other,Black,Full,3.0,Gas,Automatic,213,Al-Ahsa,0,True
GAC,GS3,2021,Other,Red,Full,1.3,Gas,Automatic,22600,Riyadh,50000,False
GMC,Yukon,2012,Saudi,Brown,Semi Full,5.7,Gas,Automatic,317800,Al-Ahsa,52000,False
Toyota,Camry,2015,Saudi,White,Semi Full,2.5,Gas,Automatic,215000,Sakaka,0,True
Toyota,Land Cruiser,2008,Saudi,Another Color,Full,8.0,Gas,Automatic,295000,Hail,65000,False
Mercedes,C,2021,Gulf Arabic,Black,Full,2.0,Gas,Automatic,600,Qassim,0,True
Chevrolet,Impala,2015,Saudi,Black,Semi Full,1.6,Gas,Automatic,126000,Riyadh,0,True
Other,Other,2019,Other,White,Semi Full,2.4,Gas,Manual,1000,Khobar,0,True
Chevrolet,Malibu,2015,Saudi,Red,Semi Full,2.5,Gas,Automatic,218000,Makkah,20000,False
Honda,Crosstour,2010,Saudi,Silver,Full,3.5,Gas,Automatic,135000,Dammam,43000,False
Toyota,Yaris,2017,Saudi,Brown,Standard,1.3,Gas,Automatic,201000,Dammam,35000,False
Toyota,Land Cruiser,2017,Saudi,White,Full,5.7,Gas,Automatic,50000,Dammam,245000,False
Fiat,500,2017,Gulf Arabic,White,Full,1.6,Gas,Automatic,112000,Riyadh,45000,False
Hyundai,Sonata,2018,Saudi,White,Standard,2.4,Gas,Automatic,69000,Riyadh,55000,False
Toyota,Land Cruiser,2006,Gulf Arabic,White,Full,4.6,Gas,Automatic,36600,Arar,0,True
GMC,Yukon,2015,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,219000,Makkah,0,True
Hyundai,Sonata,2011,Saudi,Silver,Semi Full,2.4,Gas,Automatic,186000,Jeddah,25000,False
Nissan,Patrol,1999,Saudi,Grey,Semi Full,4.5,Gas,Manual,600000,Qassim,17000,False
Toyota,Corolla,2019,Saudi,Red,Standard,1.6,Gas,Automatic,39000,Yanbu,52000,False
Toyota,Camry,2016,Saudi,White,Full,2.5,Gas,Automatic,155000,Qassim,52000,False
Toyota,Camry,2001,Saudi,Navy,Semi Full,1.4,Gas,Manual,500,Qassim,0,True
Jeep,Wrangler,2015,Saudi,Blue,Full,3.6,Gas,Automatic,200,Jeddah,85000,False
Toyota,Prado,2014,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,232000,Riyadh,0,True
GMC,Acadia,2012,Saudi,White,Standard,3.6,Gas,Automatic,125000,Qassim,0,True
Hyundai,Elantra,2021,Saudi,Another Color,Full,2.0,Gas,Automatic,14000,Aseer,0,True
Toyota,Land Cruiser,2012,Saudi,White,Full,4.6,Gas,Automatic,250000,Riyadh,85000,False
Chevrolet,Tahoe,2013,Saudi,Brown,Full,5.3,Gas,Automatic,206,Jeddah,77000,False
Ford,Victoria,2010,Saudi,White,Semi Full,1.0,Gas,Automatic,182,Taef,0,True
Toyota,Furniture,2013,Other,White,Standard,1.0,Gas,Automatic,290,Riyadh,0,True
Hyundai,Elantra,2001,Saudi,White,Standard,1.6,Gas,Manual,372,Riyadh,0,True
Nissan,Patrol,2013,Saudi,White,Semi Full,8.0,Gas,Automatic,234000,Qassim,0,True
Toyota,Camry,2019,Unknown,Red,Standard,2.5,Gas,Automatic,30000,Qassim,0,True
Mercedes,ML,2002,Saudi,Oily,Semi Full,3.2,Gas,Automatic,297846,Riyadh,17000,False
Toyota,Hilux,2016,Gulf Arabic,White,Semi Full,2.7,Gas,Automatic,188,Dammam,0,True
Genesis,Prestige,2013,Saudi,White,Semi Full,3.8,Gas,Automatic,185000,Riyadh,40000,False
Nissan,Datsun,2012,Unknown,White,Full,2.4,Gas,Manual,563000,Qassim,0,True
Honda,Accord,2013,Gulf Arabic,Another Color,Semi Full,2.4,Gas,Automatic,236000,Riyadh,0,True
Chrysler,C300,2013,Saudi,Blue,Full,5.7,Gas,Automatic,340000,Riyadh,40000,False
Toyota,Land Cruiser,2003,Saudi,Navy,Full,4.6,Gas,Manual,395735,Riyadh,55000,False
Lincoln,Navigator,2011,Saudi,Black,Full,5.4,Gas,Automatic,200000,Aseer,60000,False
Toyota,Camry,2015,Gulf Arabic,Silver,Semi Full,2.5,Gas,Automatic,227000,Al-Ahsa,0,True
Ford,Expedition,2003,Saudi,Another Color,Semi Full,5.4,Gas,Automatic,400000,Al-Medina,5000,False
Ford,Marquis,2010,Other,Silver,Semi Full,4.6,Gas,Automatic,285000,Riyadh,0,True
Mercedes,E,2013,Saudi,Black,Full,3.0,Gas,Automatic,228000,Dammam,0,True
Kia,Cerato,2013,Saudi,Black,Standard,1.6,Gas,Automatic,147,Dammam,18000,False
Toyota,Hilux,2011,Saudi,White,Full,1.0,Gas,Manual,400,Riyadh,0,True
Toyota,Camry,2017,Gulf Arabic,White,Standard,2.5,Gas,Automatic,82000,Riyadh,0,True
Kia,K5,2021,Saudi,Oily,Semi Full,2.5,Gas,Automatic,7000,Jazan,0,True
Chevrolet,Tahoe,2013,Saudi,Black,Semi Full,8.0,Gas,Automatic,310000,Dammam,0,True
